document	content	tag
opinion-G16-(Return Mail, Inc. v. Postal Service,	Looking on the bright side, the Postal Service and the dissent, see post, at 2, focus on §207(a)(1), which authorizes “[e]ach [f]ederal agency” to “apply for, obtain, and main- tain patents or other forms of protection . . . on inventions in which the Federal Government owns a right, title, or interest.”	Recalling a primary source (other than a SCOTUS decision)
opinion-G16-(Return Mail, Inc. v. Postal Service,	It follows from §207(a)(1)’s express inclusion of	Recalling a primary source (other than a SCOTUS decision)
opinion-G16-(Return Mail, Inc. v. Postal Service,	In other words, the right de- scribed in §207(a)(1) provides a sufficient contextual clue that the word “person”—when used in the other provisions governing the application process §207(a)(1) makes available to federal agencies—includes the Government.	Recalling a primary source (other than a SCOTUS decision)
opinion-G16-(Return Mail, Inc. v. Postal Service,	But §207(a)(1) provides no such clue as to the interpre- tation of the AIA review provisions because it implies nothing about what a federal agency may or may not do following the issuance of someone else’s patent.	Recalling a primary source (other than a SCOTUS decision)
opinion-G16-(Return Mail, Inc. v. Postal Service,	Conversely, reading the review provisions to exclude the Govern- ment has no bearing on a federal agency’s right to obtain a patent under §207(a)(1).	Recalling a primary source (other than a SCOTUS decision)
opinion-G16-(Return Mail, Inc. v. Postal Service,	An agency may still apply for and obtain patents whether or not it may petition for a review proceeding under the AIA seeking cancellation of a patent it does not own.	Referring to unwritten sources of authority
opinion-G16-(Return Mail, Inc. v. Postal Service,	There is thus no reason to think that “person” must mean the same thing in these two different parts of the statute.	Recalling a SCOTUS decision
opinion-G16-(Return Mail, Inc. v. Postal Service,	See Utility Air, 573 U. S., at 320.6	Citing a SCOTUS decision
opinion-G16-(Return Mail, Inc. v. Postal Service,	The Postal Service cites other provisions that may refer to the Government—namely, the “intervening rights” provisions that offer certain protections for “any person” who is lawfully making or using an invention when the Patent Office modifies an existing patent claim in a way that deems the person’s (previously lawful) use to be infringement.	Recalling an argument from the respondent
opinion-G16-(Return Mail, Inc. v. Postal Service,	See §§252, 307(b), 318(c), 328(c).	Recalling a secondary source
opinion-G16-(Return Mail, Inc. v. Postal Service,	The Postal Service argues that the Government must be among those protected by these provisions and from there deduces that it must also be permitted to petition for AIA review proceedings because the review provisions and the intervening-rights provisions were all added to the Patent Act by the AIA at the same time.	Recalling an argument from the respondent
opinion-G16-(Return Mail, Inc. v. Postal Service,	See Powerex Corp. v. Reliant Energy Services, Inc., 551 U. S. 224 , 232 (2007) (invoking the consistent-usage canon where the same term was used in related provisions enacted at the same time).	Citing a SCOTUS decision
opinion-G16-(Return Mail, Inc. v. Postal Service,	(invoking the consistent-usage canon where the same term was used in related provisions enacted at the same time).	Recalling a SCOTUS decision
opinion-G16-(Return Mail, Inc. v. Postal Service,	But regardless of whether the intervening-rights provi- sions apply to the Government (a separate interpretive question that we have no occasion to answer here), the Postal Service’s chain of inferences overlooks a confound- ing link:	Rejecting arguments/a reasoning
opinion-G16-(Return Mail, Inc. v. Postal Service,	The consistent-usage canon breaks down where Congress uses the same word in a statute in multiple conflicting ways.	Referring to unwritten sources of authority
opinion-G16-(Return Mail, Inc. v. Postal Service,	As noted, that is the case here.	Stating the Court's reasoning
opinion-G16-(Return Mail, Inc. v. Postal Service,	In the face of such inconsistency, the mere existence of some Government-inclusive references cannot make the “af- firmative showing,” Stevens, 529 U. S., at 781 , required to overcome the presumption that Congress did not intend to include the Government among those “person[s]” eligible to petition for AIA review proceedings.	Recalling a SCOTUS decision
opinion-G16-(Return Mail, Inc. v. Postal Service,	The Postal Service next points to the Federal Govern- ment’s longstanding history with the patent system.	Recalling an argument from the respondent
opinion-G16-(Return Mail, Inc. v. Postal Service,	It reminds us that federal officers have been able to apply for patents in the name of the United States since 1883, see Act of Mar. 3, 1883, 22 Stat. 625 —which, in the Postal Service’s view, suggests that Congress intended to allow the Government access to AIA review proceedings as well.	Recalling an argument from the respondent
opinion-G16-(Return Mail, Inc. v. Postal Service,	But, as already explained, the Government’s ability to obtain a patent under §207(a)(1) does not speak to whether Congress meant for the Government to participate as a third-party challenger in AIA review proceedings.	Rejecting arguments/a reasoning
opinion-G16-(Return Mail, Inc. v. Postal Service,	As to those proceedings, there is no longstanding practice:	Rejecting arguments/a reasoning
opinion-G16-(Return Mail, Inc. v. Postal Service,	The AIA was enacted just eight years ago.	Recalling a fact or procedural event
opinion-G16-(Return Mail, Inc. v. Postal Service,	More pertinently, the Postal Service and the dissent both note that the Patent Office since 1981 has treated federal agencies as “persons” who may cite prior art to the agency or request an ex parte reexamination of an issued patent.	Recalling an argument from the respondent
opinion-G16-(Return Mail, Inc. v. Postal Service,	See post, at 5.	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	Recall that §301(a) provides that “[a]ny person at any time may cite to the Office in writing . . . prior art . . . which that person believes to have a bearing on the patentability of any claim of a particular patent.”	Recalling a primary source (other than a SCOTUS decision)
opinion-G16-(Return Mail, Inc. v. Postal Service,	As memorialized in the Patent Office’s Manual of Patent Examining Procedure (MPEP), the agency has understood §301’s reference to “any person” to include “governmental entit[ies].”	Recalling a primary source (other than a SCOTUS decision)
opinion-G16-(Return Mail, Inc. v. Postal Service,	Dept. of Commerce, Patent and Trademark Office, MPEP §§2203, 2212 (4th rev. ed., July 1981).	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	We might take account of this “executive interpretation” if we were determining whether Congress meant to in- clude the Government as a “person” for purposes of the ex parte reexamination procedures themselves.	Recalling a SCOTUS decision
opinion-G16-(Return Mail, Inc. v. Postal Service,	See, e.g., United States v. Hermanos y Compañia, 209 U. S. 337 , 339 (1908).	Citing a SCOTUS decision
opinion-G16-(Return Mail, Inc. v. Postal Service,	Here, however, the Patent Office’s statement in the 1981 MPEP has no direct relevance.	Rejecting arguments/a reasoning
opinion-G16-(Return Mail, Inc. v. Postal Service,	Even assuming that the Government may petition for ex parte reexamina- tion, ex parte reexamination is a fundamentally different process than an AIA post-issuance review proceeding.	Rejecting arguments/a reasoning
opinion-G16-(Return Mail, Inc. v. Postal Service,	Both share the common purpose of allowing non-patent owners to bring questions of patent validity to the Patent Office’s attention, but they do so in meaningfully different ways.	Stating the Court's reasoning
opinion-G16-(Return Mail, Inc. v. Postal Service,	In an ex parte reexamination, the third party sends information to the Patent Office that the party believes bears on the patent’s validity, and the Patent Office de- cides whether to reexamine the patent.	Recalling a primary source (other than a SCOTUS decision)
opinion-G16-(Return Mail, Inc. v. Postal Service,	If it decides to do so, the reexamination process is internal; 	Recalling a primary source (other than a SCOTUS decision)
opinion-G16-(Return Mail, Inc. v. Postal Service,	the challenger is not permitted to participate in the Patent Office’s process.	Recalling a primary source (other than a SCOTUS decision)
opinion-G16-(Return Mail, Inc. v. Postal Service,	See 35 U. S. C. §§302 , 303.	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	By contrast, the AIA post- issuance review proceedings are adversarial, adjudicatory proceedings between the “person” who petitioned for re- view and the patent owner:	Recalling a primary source (other than a SCOTUS decision)
opinion-G16-(Return Mail, Inc. v. Postal Service,	There is briefing, a hearing, discovery, and the presentation of evidence, and the losing party has appeal rights.	Recalling a primary source (other than a SCOTUS decision)
opinion-G16-(Return Mail, Inc. v. Postal Service,	See supra, at 4–5.	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	Thus, there are good reasons Congress might have authorized the Government to initiate a hands-off ex parte reexamination but not to become a party to a full-blown adversarial proceeding before the Patent Office and any subsequent	Stating the Court's reasoning
opinion-G16-(Return Mail, Inc. v. Postal Service,	After all, the Government is already in a unique position among alleged infringers given that 28 U. S. C. §1498 limits patent owners to bench trials before the Court of Federal Claims and monetary damages, whereas 35 U. S. C. §271 permits patent owners to demand jury trials in the federal district courts and seek other types of relief.	Recalling a primary source (other than a SCOTUS decision)
opinion-G16-(Return Mail, Inc. v. Postal Service,	Thus, there is nothing to suggest that Congress had the 1981 MPEP statement in mind when it enacted the AIA.	Referring to unwritten sources of authority
opinion-G16-(Return Mail, Inc. v. Postal Service,	It is true that this Court has often said, “[w]hen adminis- trative and judicial interpretations have settled the mean- ing of an existing statutory provision, repetition of the same language in a new statute indicates, as a general matter, the intent to incorporate its administrative and judicial interpretations as well.”	Recalling a SCOTUS decision
