document,content,tag
opinion-G16-(Florida Power _ Light Co. v. Electric,"Following the strike, the union brought charges against those supervisors covered by the bargaining agreement as well as those not covered, alleging violations of the International union constitution.",Describing the adjudicated facts
opinion-G16-(Florida Power _ Light Co. v. Electric,"Those found guilty of crossing the picket lines to perform rank-and-file work, as opposed to their usual supervisory functions, received fines ranging from $100 to $6,000 and most were expelled from the union, thereby *797 terminating their right to pension, disability, and death benefits.",Describing the adjudicated facts
opinion-G16-(Florida Power _ Light Co. v. Electric,"Upon charges filed by Florida Power, the Board, in reliance upon its prior decisions in Wisconsin Electric and Illinois Bell, held that the penalties imposed ""struck at the loyalty an employer should be able to expect from its representatives for the adjustment of grievances and therefore restrained and coerced employers in their selection of such representatives,"" in violation of § 8 (b) (1) (B) of the Act.",Giving the holding/ruling of a lower court
opinion-G16-(Florida Power _ Light Co. v. Electric,"Accordingly, the Board ordered the union to cease and desist, to rescind and refund all fines, to expunge all records of the disciplinary proceedings, and to restore those disciplined to full union membership and benefits. [7]",Giving the holding/ruling of the Court
opinion-G16-(Florida Power _ Light Co. v. Electric,"The Illinois Bell case was first heard by a panel of the Court of Appeals for the District of Columbia Circuit, 159 U. S. App. D. C. 242, 487 F.2d 1113 (1973), and then on rehearing was consolidated with Florida Power and considered en banc.",Describing procedural events
opinion-G16-(Florida Power _ Light Co. v. Electric,"In a 5-4 decision, the court held that ""[s]ection 8 (b) (1) (B) cannot reasonably be read to prohibit discipline of union memberssupervisors though they befor performance of rank-and-file struck work,"" 159 U. S. App. D. C. 272, 300, 487 F.2d 1143, 1171 (1973), and accordingly refused to enforce the Board's orders. [8]",Giving the holding/ruling of a lower court
opinion-G16-(Florida Power _ Light Co. v. Electric,"Section 8 (b) (1) (B), the court held, was intended to proscribe only union efforts to discipline supervisors for their actions in representing management in collective bargaining and the adjustment of grievances.",Giving the holding/ruling of a lower court
opinion-G16-(Florida Power _ Light Co. v. Electric,"It was the court's view that when a supervisor forsakes his supervisory role to do work normally performed by nonsupervisory employees, he no longer acts as a managerial representative and hence ""no longer merits any immunity from discipline.""",Giving the holding/ruling of a lower court
opinion-G16-(Florida Power _ Light Co. v. Electric,"Id., at 286, 487 F.2d, at 1157.",Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Florida Power _ Light Co. v. Electric,"We granted *798 certiorari, 414 U.S. 1156,",Granting certiorari
opinion-G16-(Florida Power _ Light Co. v. Electric,to consider an important and novel question of federal labor law.,Stating the issue(s) to be decided
opinion-G16-(Florida Power _ Light Co. v. Electric,Section 8 (b) of the National Labor Relations Act provides in pertinent part:,Announcing function
opinion-G16-(Florida Power _ Light Co. v. Electric,It shall be an unfair labor practice for a labor organization or its agents(1) to restrain or coerce . . . (B) an employer in the selection of his representatives for the purposes of collective bargaining or the adjustment of grievances.,Quoting primary sources
opinion-G16-(Florida Power _ Light Co. v. Electric,The basic import of this provision was explained in the Senate Report as follows:,Announcing function
opinion-G16-(Florida Power _ Light Co. v. Electric,"[A] union or its responsible agents could not, without violating the law, coerce an employer into joining or resigning from an employer association which negotiates labor contracts on behalf of its members; also, this subsection would not permit a union to dictate who shall represent an employer in the settlement of employee grievances, or to compel the removal of a personnel director or supervisor who has been delegated the function of settling grievances."" [9]	Quoting primary sources
opinion-G16-(Florida Power _ Light Co. v. Electric	For more than 20 years after § 8 (b) (1) (B) was enacted in 1947, the Board confined its application to situations clearly falling within the metes and bounds of the statutory language.	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Florida Power _ Light Co. v. Electric	Thus, in Los Angeles Cloak Joint Board ILGWU (Helen Rose Co.), 127 N. L. R. B. 1543 (1960), the Board held that § 8 (b) (1) (B) barred a union from picketing a company in an attempt to force the employer to dismiss an industrial relations consultant thought to be hostile to the union.	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Florida Power _ Light Co. v. Electric	See also Local *799 986, Miscellaneous Warehousemen, Drivers & Helpers (Tak-Trak, Inc.), 145 N. L. R. B. 1511 (1964); Southern California Pipe Trades District Council No. 16 (Paddock Pools of California, Inc.), 120 N. L. R. B. 249 (1958).	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Florida Power _ Light Co. v. Electric	Similarly, the Board held that § 8 (b) (1) (B) was violated by union attempts to force employers to join or resign from multi-employer bargaining associations, United Slate, Tile & Composition Roofers, Local 36 (Roofing Contractors Assn. of Southern California), 172 N. L. R. B. 2248 (1968); Orange Belt District Council of Painters No. 48 (Painting & Decorating Contractors of America, Inc.), 152 N. L. R. B. 1136 (1965); General Teamsters Local Union No. 324 (Cascade Employers Assn., Inc.), 127 N. L. R. B. 488 (1960), as well as by attempts to compel employers to select foremen from the ranks of union members, International Typographical Union & Baltimore Typographical Union No. 12 (Graphic Arts League), 87 N. L. R. B. 1215 (1949); International Typographical Union (American Newspaper Publishers Assn.), 86 N. L. R. B. 951 (1949), enforced, 193 F.2d 782 (CA7 1951); International Typographical Union (Haverhill Gazette Co.), 123 N. L. R. B. 806 (1959), enforced, 278 F.2d 6 (CA1 1960), aff'd by an equally divided Court, 365 U.S. 705 (1961). [10]	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Florida Power _ Light Co. v. Electric	In 1968, however, the Board significantly expanded the reach of § 8 (b) (1) (B), with its decision in San Francisco-Oakland *800 Mailers' Union No. 18 (Northwest Publications, Inc.), 172 N. L. R. B. 2173.	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Florida Power _ Light Co. v. Electric	In that case, three union-member foremen were expelled from the union for allegedly assigning bargaining unit work in violation of the collective-bargaining agreement.	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Florida Power _ Light Co. v. Electric	Despite the absence of union pressure or coercion aimed at securing the replacement of the foremen, the Board held that the union had violated § 8 (b) (1) (B) by seeking to influence the manner in which the foremen interpreted the contract:	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Florida Power _ Light Co. v. Electric	""That Respondent may have sought the substitution of attitudes rather than persons, and may have exerted its pressures upon the Charging Party by indirect rather than direct means, cannot alter the ultimate fact that pressure was exerted here for the purpose of interfering with the Charging Party's control over its representatives. Realistically, the Employer would have to replace its foremen or face de facto nonrepresentation by them.",Quoting primary sources
opinion-G16-(Florida Power _ Light Co. v. Electric,172 N. L. R. B. 2173.,Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Florida Power _ Light Co. v. Electric,"Subsequent Board decisions extended § 8 (b) (1) (B) to proscribe union discipline of management representatives both for the manner in which they performed their collective-bargaining and grievance-adjusting functions, and for the manner in which they performed other supervisory functions if those representatives also in fact possessed authority to bargain collectively or to adjust grievances.",Describing primary sources (other than SCOTUS decisions)
